reactants_mapped,reactants,reagents,products_mapped,products,yield,core_index_mapping,core_index_atom
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,17.84178388,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,40.13524468,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,46.24961136,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,2.890686767,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,45.52184766,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,47.90925553,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,11.25502625,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,71.70514407,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,72.13959481,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,79.78226496,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,79.62575679,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,82.21280375,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,33.50615076,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,78.67116412,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN1CCCN2CCCN=C12.Fc1cccc(F)c1c2oncc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,79.16863895,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,10.16290719,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,10.72653134,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,11.56918225,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,1.924092177,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,9.627089409,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,11.09901507,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.581266652999999,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,16.8324099,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,21.40006849,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,42.78380779,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,53.50463767,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,60.63710952,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,13.25100229,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,18.48421566,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,20.6070389,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,1.71151259,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,7.321293774,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,34.91039433,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,0.0,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,5.935933532999999,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,58.0174464,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C(C)(C)C.CN(C)/C(N(C)C)=N\C(C)(C)C.C(N(Cc1ccccc1)c2oncc2)c3ccccc3,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.7819099669999998,"{6, 7}",1>0
